Lemmatized Text,Labels
went pay rent go bank authorise payment,ham
erm _ ill pick numberpm give enough time get park,ham
hey mate hows honey ave good holiday gimmi de go x,ham
howz pain come today said ystrday ice medicine,ham
chile please lt decimal gt hour drive come time subletting feb april audition season,ham
yes ammae life take lot turn sit try hold steering,ham
yeah thought lemme know anything goin later,ham
mmmm cant wait lick,ham
pls go today lt gt want excuse,ham
fantasy football back tv go sky gamestar sky active play currencynumberk dream team scoring start saturday register sky opt number,spam
plz tell an bslvyl sent via fullonsms com,ham
town alone,ham
looking forward sex cuddling two sleep,ham
rounder required,ham
true k knw dis lt gt,ham
worry number day big lambu ji vl come til enjoy batchlor party,ham
oh ya got hip hop open haha thinking go jazz zoom cine actually tonight free leh kb lesson tonight,ham
free msg single find partner area number real people waiting chat send chat numbercncl send stopcs numbercurrencynumber per msg,spam
ok part tomorrow,ham
found diff farm shop buy cheese way back call,ham
r still working,ham
win newest harry potter order phoenix book number reply harry answer number question chance first among reader,spam
yep like pink furniture tho,ham
free msg ringtone http tm widelive com index wml id numberbnumberanumberecefnumberffnumber number first truenumber number jul number,spam
customer place wil cal sir,ham
oh god found number glad text back xafter msg cst std ntwk chg currencynumber,spam
pure hearted person wonderful smile make even enemy feel guilty enemy catch world smile goodmorning amp smiley sunday,ham
thats alrite girl know gail neva wrong take care sweet dont worry c lnumbertr hun love yaxxx,ham
theoretically yeah could able come,ham
alright hooked guy,ham
know people still town,ham
let math good,ham
oh ok wait number lect havent finish,ham
yeah usual guy town definitely people around know,ham
joining today formally pls keep praying talk later,ham
happy sad one thing past good morning,ham
multimedia message e mail,ham
okie scared say fat dun wan already,ham
get message,ham
sorry sir call tomorrow senthil hsbc,ham
need person give na,ham
left vague said would inform person accounting delayed rent discus housing agency renting another place checking online place around usc lt gt,ham
hi juan coming home fri hey course expect welcome party lot present ill phone get back load love nicky x x x x x x x x x,ham
plz tell an bslvyl sent via fullonsms com,ham
short cute good person,ham
gumby special lt gt cheese pizza currencynumber know tonight,ham
link picture sent also use http altonumber co uk wave wave asp number,spam
like personal sized,ham
great aunt anniversary party tarpon spring,ham
cab available pick drop door step,ham
ok take care umma,ham
unlimited text limited minute,ham
double min number txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupdnumber number callnumberoptout hfnumber,spam
problem spending lot quality time together,ham
urgent numbernd attempt contact currencynumber prize yesterday still awaiting collection claim call number aclnumberpm,spam
heard week,ham
dear dave final notice collect number tenerife holiday number cash award call number landline tc sae boxnumber cwnumberwx numberppm,spam
yes last practice,ham
tell number call number claim currencynumber prize number enter mobile personal detail prompt careful,spam
thank wonderful,ham
otherwise part time job na tuition,ham
mean confirmed tot juz say oni ok,ham
okie,ham
depends would like treated,ham
right brah see later,ham
waiting e car number mum lor leh reach home already,ham
number account numberxxxxxxxxx show number unredeemed point claim call number identifier code xxxxx expires number number,spam
want new video handset number anytime network min half price line rental camcorder reply call number delivery tomorrow,spam
went fast asleep dear take care,ham
mean fat head,ham
sound like plan cardiff still still cold sitting radiator,ham
serious like proper tongued,ham
good wondering wont say hi smiling coping long distance,ham
noe da car later c lar wearing short,ham
important customer service announcement call freephone number number number,spam
yeah whatever lol,ham
today accept day accept brother sister lover dearnumber bestnumber closnumber lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy,ham
ard number lor ok message _ lor,ham
ok c,ham
eh laptop got stock lei say mon muz come take look c got,ham
need ke qi bored izzit suddenly thk,ham
wish think gonna snow much flurry usually get melt hit ground eek snow since lt gt even born,ham
free ringtone reply real poly eg realnumber number pushbutton number dontcha number babygoodbye number golddigger number webeburnin numberst tone free number join currencynumber wk,spam
number thing change sentence want number concentrate educational career leaving,ham
oh really perform write paper go movie home midnight huh,ham
okay lor still let u go ah coz know later drop card box right,ham
izzit still raining,ham
enough trouble sleeping,ham
havent add _ yet right,ham
lol really need remember eat drinking appreciate keeping company night babe smile,ham
babe lost try rebooting,ham
yes nigh cant aha,ham
thk _ gotta go home urself co b going shopping number frens present,ham
nooooooo gonna bored death day cable internet outage,ham
so amount get pls,ham
playin space poker,ham
come guoyang go n tell told,ham
need get,ham
r giving second chance rahul dengra,ham
yeah fact asked needed anything like hour ago much,ham
first strike red one bird antelope begin toplay fieldof selfindependence believe flower contention grow random,ham
_ wan go c doctor,ham
daddy bb,ham
free msg get gnarl barkley crazy ringtone totally free reply go message right,spam
borderline yeah whatever,ham
got call landline number asked come anna nagar go afternoon,ham
number lor ya go number dinner together,ham
gentle princess make sweet gentle love,ham
baby girl hope okay every time call phone miss get touch,ham
sorry went bed early nightnight,ham
like think always possibility pub later,ham
hmm yeah grooved looking forward pound special,ham
got video tape pple type message lor free wan number help hee co noe wan number watch infernal affair ask along asking shuhui oso,ham
hi dude hw r da realy mising today,ham
hungry buy food good lei mum n yun dun wan juz buy little bit,ham
refused loan secured unsecured get credit call free number number number text back help,spam
probably eat today think gonna pop weekend miss,ham
knew slept v late yest wake late,ham
haha angry take practice real thing,ham
one day training,ham
could kiss feel next,ham
nice day dear,ham
sent lanre fakeye eckankar detail mail box,ham
dad back ph,ham
specially selected receive number award call number line close cost numberppm number c apply ag promo,spam
ask say please message,ham
e timing go w lor,ham
love aathi love lot,ham
callin say hi take care bruv,ham
valued vodafone customer computer picked win currencynumber prize collect easy call number,spam
turn heater heater set lt gt degree,ham
thanks message really appreciate sacrifice sure process direct pay find way back test tomorrow class wonderful day,ham
trouble class go well due dodgey one _ expecting mine tomo see recovery time place,ham
free video camera phone half price line rental number mths number cross ntwk min number txts call mobileupdnumber number callnumberoptout number,spam
wot number j,ham
night night see tomorrow,ham
roger probably going rem number,ham
