,Lemmatized Text,Labels
4673,leaving house,ham
4674,hi babe chloe r smashed saturday night great weekend missing sp visionsms com text stop stop numberp text,spam
4675,ready call,ham
4676,wewa number iriver number number mb,ham
4677,good thing getting connection bw,ham
4678,sry da jst nw came home,ham
4679,cool night lemme know around,ham
4680,staying town,ham
4681,haha yeah number oz kind shitload,ham
4682,ok take shopping get paid,ham
4683,life mean lot love life love people life world call friend call world ge,ham
4684,alright bring see like lt gt min,ham
4685,pls play others life,ham
4686,eatin lunch,ham
4687,hmmm give one day,ham
4688,try g decided head,ham
4689,ok prob,ham
4690,surly ill give coming review,ham
4691,march ending ready call sure problem capital never complete far work lady,ham
4692,tessy pls favor pls convey birthday wish nimya pls dnt forget today birthday shijas,ham
4693,pls give food preferably pap slowly load sugar take hour give water slowly,ham
4694,urgent mobile number awarded currencynumber number bonus caller prize number number number numbernd attempt contact call number number number boxnumberqu,spam
4695,guy get used dumb realize,ham
4696,okey dokey bit sorting stuff,ham
4697,da whats plan,ham
4698,yes fine,ham
4699,win winner mr foley ipod exciting prize soon keep eye mobile visit www win number co uk,spam
4700,liked new mobile,ham
4701,anytime,ham
4702,mmmmmmm snuggle deep contented sigh whisper fucking love much barely stand,ham
4703,yar say got error,ham
4704,hey anyway,ham
4705,wow healthy old airport rd lor cant thk anything else b bathing dog later,ham
4706,wif family booking tour package,ham
4707,say bold torch later one torch numberbold,ham
4708,haha awesome might need take tonight,ham
4709,ya knw vl giv ok thanks kano anyway enjoy wit family wit numberst salary,ham
4710,huh slow tot reach long ago liao number day number leh,ham
4711,thats cool princess cover face hot sticky cum,ham
4712,big brother really scraped barrel shower social misfit,ham
4713,oops thk dun haf enuff go check tell _,ham
4714,number min go lunch,ham
4715,hey happened switch cell whole day isnt good care give call tomorrow,ham
4716,k addie amp art get home,ham
4717,uncle atlanta wish guy great semester,ham
4718,aiyo lesson early still sleepin haha okie go home liao den confirm w lor,ham
4719,forgot tell _ smth _ like number section clearer,ham
4720,yup anything lor dun wan ok,ham
4721,home love still awake loving kiss,ham
4722,hello peach cake tasts lush,ham
4723,free game get rayman golf number free onumber game arcade numberst get game setting reply post save activnumber press number key arcade termsapply,spam
4724,minor shindig place later tonight interested,ham
4725,jason say cool pick place like hour,ham
4726,mobile number mths update latest camera video phone free keep number get extra free min text text yes call,spam
4727,career tel added contact indyarocks com send free sm remove phonebook sm lt gt,ham
4728,reached already,ham
4729,know ask brother nothing problem thing told,ham
4730,k eng rocking ash,ham
4731,wat time r _ going xin hostel,ham
4732,good morning dear shijutta great amp successful day,ham
4733,buy space invader number chance number win orig arcade game console press number game arcade std wap charge see onumber co uk game number term setting purchase,spam
4734,oh k placement ah,ham
4735,possession especially first offense,ham
4736,nt driving even many reason called bbd thts chikku hw abt dvg cold heard tht vinobanagar violence hw condition hw ru problem,ham
4737,bought test yesterday something let know exact day ovulate get numberu number numberwks pls pls fret know r worried pls relax also anything past history need tell,ham
4738,pizza want,ham
4739,keep seeing weird shit bein woah realising actually reasonable oh,ham
4740,many happy return day wish happy birthday,ham
4741,ya nice ready thursday,ham
4742,hospital da return home evening,ham
4743,thinking x,ham
4744,camera awarded sipix digital camera call number fromm landline delivery within number day,spam
4745,orh tot say still dun believe,ham
4746,put sign choose number pin show right,ham
4747,beauty life next second hide thousand secret wish every second wonderful life gud nnumber,ham
4748,thanx darlin cool thanx bday drink number nite numbermorrow take care c soon xxx,ham
4749,still maybe leave credit card get gas get back like told,ham
4750,weekly cool mob tone ready download week new tone include number crazy frog axel f number akon lonely number black eyed p info n,spam
4751,well boy glad g wasted night applebees nothing,ham
4752,cashbin co uk get lot cash weekend www cashbin co uk dear welcome weekend got biggest best ever cash give away,spam
4753,ok lor wan go look number,ham
4754,wan number haf lunch da canteen,ham
4755,make life stressfull always find time laugh may add year life surely add life year gud ninumber swt dream,ham
4756,hey look like wrong one kappa guy number still phone want text see around,ham
4757,urgent mobile number awarded currencynumber prize guaranteed call number land line claim number valid numberhrs numberppm,spam
4758,thanks number continued support question week enter innumber draw number currencynumber cash name new u president txt an number,spam
4759,home doc gave pain med say everything fine,ham
4760,currencynumber ard rest ard currencynumber least price number number bedrm currencynumber,ham
4761,lovely night xxx,ham
4762,prepare pleasured,ham
4763,hi technical support providing assistance u customer call email,ham
4764,text way cup stop work bus,ham
4765,whens radio show,ham
4766,unique user id number removal send stop number customer service number,spam
4767,sure still available though,ham
4768,watever relation built dis world thing remains atlast iz lonlines lotz n lot memory feeling,ham
4769,cheer lou yeah goodnite shame neva came c ya gailxx,ham
4770,hi got money da,ham
4771,hi mobile lt gt added contact list www fullonsms com great place send free sm people visit fullonsms com,ham
4772,ok tell wat time coming later lor,ham
4773,repeat e instruction wat e road name house,ham
4774,many people seems special first sight remain special till last sight maintain till life end sh jas,ham
4775,quite lor dun tell wait get complacent,ham
4776,sorry completely forgot pop em round week still,ham
4777,r beautiful girl ive ever seen r baby come c common room,ham
4778,cant see join denis mina denis want alone time,ham
4779,sen told going join uncle finance cbe,ham
4780,yup hey one day fri ask miwa jiayin take leave go karaoke,ham
4781,call senthil hsbc,ham
4782,especially since talk boston personal statement lol woulda changed realized said nyc say boston,ham
4783,indeed way either,ham
4784,urgent call numberfrom landline complimentary number ibiza holiday currencynumber number cash await collection sae c po box number sknumber numberwp numberppm number,spam
4785,holy living christ taking long,ham
4786,thk wat eat tonight,ham
4787,thanx yup coming back sun finish dinner going back number hotel time fly tog number exactly mth today hope haf many mths come,ham
4788,opposite side dropped,ham
4789,yup izzit still raining heavily co e mrt c outside,ham
4790,send resume,ham
4791,gd luck number exam,ham
4792,ask next sat make ok lor,ham
4793,sorry uncle keep touch,ham
4794,saw guy doll last night patrick swayze great,ham
4795,urgent numbernd attempt contact currencynumber prize yesterday still awaiting collection claim call number,spam
4796,santa calling would little one like call santa xmas eve call number book time callsnumberppm last numbermins number c www santacalling com,spam
4797,come home want miserable,ham
4798,know getting message,ham
4799,cool tyler take gonna buy drop place later tonight total order quarter got enough,ham
4800,guy car shop flirting got phone number paperwork called texted nervous course may address call bos tell knowing may get fired,ham
4801,reverse cheating mathematics,ham
4802,plan manage,ham
4803,er hello thing quite go plan limping slowly home followed aa exhaust hanging,ham
4804,sorry delay yes master,ham
4805,call finish come n pick,ham
4806,private number account statement number number show number unredeemed bonus point claim call number identifier code number expires number number,spam
4807,oga left phone home saw message hope good great weekend,ham
4808,worry though understand important put place poorly thought punishment face worst thing ever happened brb gonna go kill,ham
4809,honey pls find much sell predicte nigeria many time used important reply monday,ham
4810,e admin building might b slightly earlier call reaching,ham
4811,fyi usf swing room whenever,ham
4812,call lt gt min thats ok,ham
4813,ummmmmaah many many happy return day dear sweet heart happy birthday dear,ham
4814,home work meh,ham
4815,anything valuable number situation first getting second loosing,ham
